RegionCode,RegionOperatorCode,ServiceCode,LineName,Description,StartDate
W,CBUS,CBEO045B,45B,CardiffCityCentre-StMellons,05/06/2017
W,CBUS,CBFO035,35,Cardiff-GabalfaEstate,03/09/2017
W,DJNS,WRAO005,5,WrexhamBusStation-Llangollen,01/10/2017
W,DJNS,WRAO006,6,Wrexham-RuabonviaBersham,06/02/2017
W,DJNS,WRBO141,141,Wrexham-MineraviaCoedpoeth,30/03/2014
W,DJNS,WRCO039,39,Wrexham-WrexhamviaSuttonDrive,01/09/2012
W,DRTM,CMAL025,L25,Bynea-CoedcaeSchool,05/09/2017
W,DVPA,SWGO053,53,Tircoed-Swansea,19/06/2017
W,EAPE,BGAO051B,51B,"Bridgend-BridgendviaHanoverCourt,YstradFawr",15/11/2013
W,EAPE,BGAO052,52,Bridgend-Broadlands,19/12/2013
W,EAPE,SMAO032B,32B,Cardiff-TalbotGreen,04/09/2017
W,EAPE,SMAO088,88,Penarth-Barry,03/04/2017
W,EBRO,PBAO311,311,Haverfordwest-HaverfordwestviaBroadhaven,20/02/2017
W,EXMO,CWCS004,S4,"Caernarfon-PenyPassviaWaunfawr,Beddgelert",14/04/2017
W,EXMO,GYAO533,533,Dolgellau-Aberangell,04/09/2017
W,EXMO,GYAX001,X1,BlaenauFfestiniog-Llandudno,03/04/2017
W,EXMO,MGAS097,S97,Porthmadog-PenyPassviaBeddgelert,14/04/2017
W,EXMO,MGEO001,1,Porthmadog-CaernarfonviaPenygroes,03/04/2017
W,FCYM,BGAO066,66,"Bridgend-CywviaBrackla,Coychurch",03/04/2017
W,FCYM,CMAO126,126,AmmanfordBusStation-AmmanfordBusStationviaCwmgwili,04/09/2017
W,FCYM,FCAL004,L4,Llanelli-Pontarddulais,04/09/2017
W,FCYM,FCAO071,71,"Cymmer-BridgendviaMaesteg,Caerau,Llwydarth,Llangynwyd,Aberkenfig",02/04/2017
W,FCYM,FCAX010,X10,Swansea-CardiffviaBridgendDesignerOutletVillage,24/09/2017
W,FCYM,FCAX050,X50,Swansea-YstradgynlaisviaPontardawe,24/09/2017
W,FCYM,FCBO063,63,"Bridgend-PorthcawlviaPyle,NorthCornelly,SouthCornelly",03/01/2017
W,FCYM,FCCO067,67,"BridgendBusStation-BridgendBusStationviaPenyfai,SarnPO",03/04/2017
W,FCYM,FCCO166,166,Carmarthen-Llanelli,01/09/2015
W,FCYM,FCCX003,X3,"Swansea-MaestegviaPortTalbot,Ynysygwas,Bryn",03/04/2017
W,FCYM,FCDO195,195,"Llanelli-CarmarthenviaCynheidre,Pontyberem",04/09/2017
W,FCYM,FCEO302,302,"WithybushHospital-HubberstonviaHaverfordwest,Johnston,Steynton,MilfordHaven",03/04/2017
W,FCYM,FCFO128,128,Ammanford-LlanelliviaCrossHands,04/09/2017
W,FCYM,FCHO111,111,"Swansea-LlanelliviaGorseinon,PrincePhilipHospital",04/09/2017
W,FCYM,FCHX013,X13,Swansea-AmmanfordviaPontardulais,31/07/2016
W,FCYM,PBDO356,356,MilfordHaven-MonktonviaPembrokeDock,03/04/2017
W,FFOC,CMBB011,B11,Carmarthen-CarmarthenviaParcyffordd,09/06/2015
W,FFOC,CMBB012,B12,Carmarthen-CarmarthenviaGlynderi,09/06/2015
W,GLOB,MTAO028,28,Merthyr-Merthyr,30/10/2013
W,GOOD,ANAO024A,24A,Holyhead-HolyheadviaMorawelon,14/12/2013
W,GOOD,ANFO024,24,"Holyhead-HolyheadviaPenrhos,Morawelon",24/03/2013
W,GPTL,CMACSG2,CSG2,TrostreRoad-GraigCampus,02/09/2014
W,GWCO,ANHO042A,42A,Bangor-MenaiBridge,03/10/2015
W,GWCO,GYGO072A,72A,"ClipaBangor-BangorPierviaCollegeRoad,Garth",03/10/2016
W,HENL,GWGO002,2,AbertilleryPark-AbertilleryComprehenive,10/04/2016
W,HRRS,MGAC009,C9,Bargoed-Caerphilly,01/08/2016
W,HUTC,FLAO021B,21B,"BuckleyRailwayStation-BuckleyRailwayStationviaPrecinct,Southdown",16/05/2016
W,LJCO,DGBX005,X5,Wrexham-Corwen,08/08/2016
W,LJCO,MGAO006,6,Bangor-Bethesda,26/07/2017
W,LLAN,MGAO061,61,Amlwch-Pengorffwysfa,03/04/2017
W,LLCO,GYAO028,28,Tywyn-Dolgellau,04/09/2017
W,LLCO,GYAO034,34,Machynlleth-Aberllefenni,12/10/2014
W,LLCO,GYCO030,30,Dolgellau-Tywyn,16/10/2014
W,LLCO,GYEO029,29,"Tywyn-TywynviaSandilands,Promenade",14/08/2016
W,LLCO,PWBYP02,YP2,Machynlleth-AberystwythSchools,24/08/2013
W,MHCO,DBAO043,43,"Llanfair-PensarnviaAbergele,Belgrano",02/05/2017
W,MHCO,MGAO076,76,Denbigh-LLangwyfanCrossroads,16/01/2017
W,MNPH,CWAO407,407,Dolwyddelan-YsgolDuffrynConwy,20/07/2014
W,MRRS,CMAO227,227,Carmarthen-Llanybri,07/11/2016
W,MRRS,CMAO243,243,Pensarn-QueenElizabethHighSchool,25/05/2016
W,MRRS,CMBO279,279,"Llandeilo-CarmarthenviaCarmel,Llanarthne",03/09/2015
W,MRRS,CMBO284,284,Llandeilo-AmmanfordviaCrugybar,03/09/2015
W,MWLM,CGAT027,T27,Penbontrhydybeddau-Penrhyncoch,03/09/2015
W,MWLM,CGBO003,3,"AberystwythPromenade-AberystwythPromenadeviaAberystwythUniversity,NationalLibrary",26/09/2016
W,MWLM,CGBO526,526,Aberystwyth-Penrhyncoch,31/10/2016
W,NADT,NAAO810,810,StMellons-YsgolBroEdern,01/09/2016
W,NADT,RCAO103,103,Pontypridd-Pontypridd,07/08/2017
W,NADT,RCAO106,106,Pontypridd-capel/OldYnysybwl,16/02/2015
W,NADT,RCAO112,112,OldYnysybwl-Nantgarw,02/01/2015
W,NADT,RCDO108,108,Pontypridd-BeddauviaPenycoedcae,13/07/2013
W,NADT,SMAO806,806,Llanishen-YsgolGlantaf,04/09/2017
W,NADT,SMAO807,807,Ely-BishopofLlandaff/YsgolPlasmawr,01/09/2014
W,NADT,SMBG001,G1,Gabalfa-GarthviaWhitchurch,04/06/2017
W,NADT,SMCO010,10,Cardiff-WentloogIndustrialPark,04/10/2013
W,NADT,SWBO145,145,Swansea-Morriston,24/09/2017
W,NADT,TCAT006A,T6A,Ynyswen-Ystradgynlais,10/04/2017
W,NADT,TCAT009,T9,CardiffAirport-Cardiff,01/11/2017
W,NWPT,GWCC003,C3,Chepstow-ChepstowviaThornwell,29/03/2016
W,NWPT,NTAO006A,6A,Newport-Alway,01/01/2017
W,NWPT,NTAO008C,8C,Newport-RinglandviaLlanwernRoad,24/09/2017
W,NWPT,NTAO015,15,Newport-BettwsviaMonnowWay(anticlockwise),23/04/2017
W,NWPT,NTAO036,36,"Newport-DuffrynCircularviaCardiffRoad,DocksWay",03/09/2017
W,NWPT,NTAO073,73,Newport-ChepstowviaLangstone,03/09/2017
W,NWPT,NTAX030,X30,Newport-CardiffExpress,30/04/2017
W,OWNC,PWAO086B,86B,"NewtownTownService-BarnsfieldviaHospital,Morrisons",04/09/2015
W,PRPT,GYAO072,72,Ruthin-BettwsGG,19/07/2016
W,PRPT,GYAO077,77,Ruthin-RuthinviaRhydymeudwy,18/07/2016
W,RBRO,CGCO552,552,Cardigan-QuayWestviaAberporth,25/09/2017
W,RBRO,CMAO612,612,"Ponttyweli-NewcastleEmlynviaLlandysul,Penrhiwllan,Llandyfriog",04/09/2015
W,RBRO,CMAO613,613,"Saron-LlandysulviaPentre,cwrt",06/02/2017
W,RBRO,PBAO405,405,Cardigan-Newport'PoppitRocket',25/09/2017
W,RBRO,PBAO410,410,FishguardSquare-FishguardSquareviaFishguardHarbour,03/07/2017
W,RDWY,NPDO066,66,PortTalbot-Goytre,04/09/2015
W,RJJT,CGAYP22,YP22,Devil'sBridge-AberystwythviaCapelSeion,05/09/2016
W,SARG,PWAO461,461,"LlandrindodWells-HerefordviaNewRadnor,Kington",04/09/2017
W,SARG,PWCO041,41,"Lloyney-KingtonviaKnucklas,Knighton,Presteigne",04/09/2017
W,SSWL,CPAO001,1,MerthyrTydfil-Bargoed,31/07/2016
W,SSWL,GWAX003,X3,"Hereford-CardiffviaAbergavenny,Pontypool,Cwmbran",06/08/2017
W,SSWL,GWAX024,X24,Blaenavon-Newport,06/08/2017
W,SSWL,GWBE003,E3,Brynmawr-GarnLydan,05/11/2017
W,SSWL,GWBO006,6,Cwmbran-TyCanol,22/10/2017
W,SSWL,MGZO124,124,Maerdy-Cardiff,30/04/2017
W,SSWL,MGZX000,X,Senghenydd-Cardiff,09/04/2017
W,SSWL,MTAO027,27,"Twyncarmel-TwyncarmelviaMerthyrTydfil,PrinceCharlesHospital",14/12/2015
W,SSWL,PWBO040C,40C,Brecon-Brecon,21/09/2015
W,SSWL,RCAO011A,11A,Aberdare-Cwmdare,09/10/2016
W,SSWL,RCAO013A,13A,Aberdare-Cwmbach,04/01/2016
W,SSWL,SMAO136,136,Creigiau-Cardiff,30/04/2017
W,SSWL,TCAT004,T4,"Newtown-CardiffviaLlandrindodWells,BuilthWells,Brecon,MerthyrTydfil",08/07/2017
W,STCR,FLAO001,1,Mold-Ruthin,05/06/2017
W,SWTR,NPAO241,241,NeathCollege-Caewathan,31/10/2016
W,SWTR,NPAO252,252,Neath-NeathviaWesternmoor,07/09/2015
W,SWTR,NPBO153,153,Neath-Fairyland,07/09/2015
W,SWTR,SWAO009,9,Swansea-SwanseaviaCwmdonkin,05/09/2016
W,TANV,PWAO074,74,Llanfyllin-ShrewsburyviaCrewGreen,24/09/2016
W,TANV,PWAO079,79,"Llangynog-OswestryviaLlanrhaeadr,Llynclys",05/06/2017
W,TANV,PWAX071,X71,Welshpool-Oswestry,13/02/2017
W,1CTL,CMAL016,L16,Llangennech-StJohnLloydSchool/StMary'sSchool,04/09/2017
W,1CTL,CMBL021,L21,SandyRoad-CoedcaeSchool,02/09/2014
W,ACYM,ACAO004A,4A,Bangor-Holyhead,08/10/2017
W,ACYM,ACAO004X,4X,Bangor-HolyheadviaLlangefniIndustrialEstate,21/05/2017
W,ACYM,ACAO005,5,Llandudno-Bangor,08/10/2017
W,ACYM,ACAO012,12,Wrexham-Brymbo,08/11/2015
W,ACYM,ACAO025,25,Eglwysbach-Llandudno,21/05/2017
W,ACYM,ACAO067B,67B,Bangor-Gerlan,08/10/2017
W,ACYM,ACAO078,78,BangorBusStation-Maesgeirchen,08/10/2017
W,ACYM,ACAO078A,78A,Bangor-Bangor,04/01/2014
W,ACYM,ACAX004,X4,Bangor-Holyhead,08/10/2017
W,ACYM,ACBO008,8,Wrexham-WrexhamviaQueensPark,08/11/2015
W,ACYM,ACBO012,12,ChesterBusExchange-Connah'sQuay,09/04/2017
W,ACYM,ADAO011G,11G,Holywell-Rhyl,28/05/2017
W,ACYM,ANAO053,53,Bangor-Llanddona,30/10/2016
W,ACYM,ANAO057,57,Bangor-Glanrafon,08/10/2017
W,ACYM,ANAO058L,58L,Glanrafon-Bangor,08/10/2017
W,ACYM,DGAO052,52,Rhyl-Denbigh,03/09/2017
W,ACYM,FLADB01,DB1,MoldBusStation-ChesterviaLoveStreet,09/04/2017
W,ACYM,FLADB04,DB4,Chester-DeesideIndustrialEstate,09/04/2017
W,ACYM,FLAO004,4,Chester-Mold,05/06/2017
W,ACYM,FLAO004S,4S,Chester-Mold,05/06/2017
W,ACYM,MGAX051,X51,Denbigh-WrexhamviaRuthin,03/09/2017
W,ACYM,WRDO011,11,Wrexham-Minerva,25/06/2017
W,ANSL,GWAA001,A1,Brynmawr-Abertillery,04/09/2017
W,ANSL,GWBO063,63,"Cwmbran-ChepstowviaPontypool,Usk",29/03/2016
W,BERW,GYBO017,17,Pwllheli-Aberdaron,21/08/2013
W,BERW,GYBO023A,23A,Pwllheli-Pwllheli,16/10/2014
W,BERW,GYEO018,18,"Pwllheli-AbersochviaLlanbedrog,SarnBach,Bwlchtocyn",24/01/2014
W,CACB,CBAO051,51,"CardiffCityCentre-CardiffCityCentreviaLlanederyn,Pentwyn,Cyncoed,HeathHospital",05/06/2017
W,CACB,CBAO056,56,Cardiff-Penylan,03/09/2017
W,CACH,SMAS051,S51,Llandough-StRichardGwynneHighSchool,15/10/2014
W,CBUS,CBAO021X,21X,Rhiwbina-BirchgroveShuttle,28/08/2017
W,CBUS,CBAO094S,94S,Cardiff-Barry,03/09/2017
W,CBUS,CBAO095A,95A,Cardiff-Penarth(Circular),04/06/2017
W,CBUS,CBAO502,502,CountyHall-CardiffCityCentre,19/12/2016
W,CBUS,CBAO530,530,StMellons-RumneyHighSchool,05/04/2015
W,CBUS,CBAO608,608,LoudounSquare-FitzalanSchool,02/08/2015
W,CBUS,CBEO025,25,"CardiffCityCentre-CardiffCityCentreCircularviaLlandaff,Whitchurch",05/06/2017
W,CELT,PWCO048,48,BuilthWells-BuilthWellsviaLlanwrtydWells,31/07/2017
W,CON2,CPCL000,L,Caerphilly-Nantdducircular,30/08/2016
W,CON2,MGAJ000,J,Rudry-Caerphilly,29/08/2016
W,DCOL,CMAL020,L20,Llangennech-BryngwynSchool,04/09/2017
W,DJNS,WRAO042,42,Wrexham-WrexhamIndustrialEstateviaStockwellGrove,18/07/2016
W,DJNS,WRBO009,9,Wrexham-MineraviaNewBroughton,30/03/2014
W,DJNS,WRCJ050,J50,Acrefair-Wrexham,12/10/2014
W,DRTM,CMAL024,L24,SandyRoad-YsgolBryngwyn,05/09/2016
W,DVPA,NPAX005,X5,Neath-Glynneath,31/05/2011
W,DVPA,SWAO026,26,Swansea-Fforesthall,02/09/2015
W,EAPE,BGAO051,51,Bridgend-BridgendviaOaklands,15/11/2013
W,EAPE,BGBO081,81,"Penyfai-BridgendviaCoity,Brackla",03/04/2017
W,EBRO,PBAO313,313,"Haverfordwest-WistonviaCrundale,ClarbestonRoad",01/04/2017
W,EDWC,RCAO090,90,Gwaunmiskin-PontypriddviaUpperChurchVillage,08/07/2015
W,EFCO,MGAO032,32,Llangefni-AmlwchviaLlanerchymedd,24/04/2017
W,EXMO,GYAO033,33,Dolgellau-Machynlleth,04/09/2017
W,EXMO,GYAS002,S2,"Llanberis-LlanrwstviaPen,y,Pass,Betws,y,Coed",06/11/2017
W,EXMO,GYAX001,X1,BlaenauFfestiniog-Llandudno,06/11/2017
W,EXMO,GYDO091,91,Caernarfon-DinasDinlle(MaesAwyr/Airport),08/09/2015
W,EXMO,GYGO085,85,Llanberis-BangorviaDeiniolen,04/01/2016
W,FBRI,NPAX007,7XP,Bristol-Newport,30/04/2017
W,FCYM,BGAO065,65,"Bridgend-TalbotGreenviaBryncethin,Heol,y,Cyw,Llanharran",03/04/2017
W,FCYM,CMAO145,145,"AmmanfordBusStation-AmmanfordBusStationviaGlanamman,Garnant",01/09/2015
W,FCYM,FCAL003,L3,Llanelli-PontarddulaisviaPrincePhilipHospital,04/09/2017
W,FCYM,FCAO082,82,"GoldenAvenue-PortTalbotviaFairway,AberavonBeach",03/04/2017
W,FCYM,FCAO088,88,"Neath-PortTalbotviaBritonFerry,Neath/PortTalbotGeneralHospital",03/04/2017
W,FCYM,FCAO908,908,CroeserwTudorPark-NeathCollege,01/02/2017
W,FCYM,FCAS056,S56,CemeteryRoad/Litchard-BryntegComprehensiveSchoolviaWildmill,03/04/2017
W,FCYM,FCBO017,17,Swansea-WaunarlwyddviaCockett,20/09/2015
W,FCYM,FCCO003,3,Oystermouth-Swansea,02/11/2014
W,FCYM,FCCO057,57,Swansea-NeathviaBritonFerry,24/09/2017
W,FCYM,FCCO129,129,Ammanford-Carmarthen,01/09/2015
W,FCYM,FCCO963,963,"Newton-SwanseaCollegeviaCaswell,Oystermouth,WestCross,Blackpill",03/04/2017
W,FCYM,FCCX058,X58,Swansea-Banwen,25/09/2017
W,FCYM,FCEO349,349,"Haverfordwest-TenbyviaJohnston,Neyland,PembrokeDock,Pembroke",13/04/2017
W,FCYM,FCHO032,32,Swansea-NeathviaBirchgrove,24/09/2017
W,FCYM,FCIX001,X1,"Swansea-BridgendviaPortTalbot,Pyle",03/01/2017
W,FCYM,SWAO002A,2A,Swansea-NewtonRoadviaOystermouth,28/05/2017
W,FCYM,SWAO020A,20A,Swansea-HendrefoilanWoodsviaKillay,03/01/2017
W,FCYM,SWAO021A,21A,"Swansea-PriorsWayviaKillay,Dunvant",28/05/2017
W,FCYM,SWAO031,31,"Swansea-MorristonviaBonymaen,Trallwn",24/09/2017
W,FCYM,TCAT001,T1,Cardiff-Aberystwyth,01/09/2015
W,GLOB,RCAO003,3,"Penrhiwceibersurgery-PenrhiwceibersurgeryviaMountainAsh,Caegarw",21/10/2014
W,GWCO,GYGO073,73,"Bangor-BangorviaMinffordd,YFelinheli",03/10/2016
W,HENL,GWDO001,1,"Abertillery-AbertilleryviaCwmtillery,Brynithel",10/04/2016
W,HRRS,CPAO004,4,YsbytyYtsradFawr-Tredegar,01/08/2016
W,HRRS,CPDO011,11,Blackwood-GelligaerviaCefnHengoed,06/08/2014
W,HRRS,CPDO020,20,Rhymney-Tredegar,04/09/2017
W,HRRS,GWCO097,97,Ysguborwen-Tredegar,12/10/2014
W,HRRS,MGAC016,C16,Caerphilly-NelsonviaYstradMynach,01/08/2016
W,JAEV,CGCT021,T21,Tregaron-Aberystwyth,05/05/2017
W,JOHN,GYBO002,2,Barmouth-BangorviaOakeleyArms,13/08/2017
W,LJCO,CWAO019,19,"Llandudno-CwmPenmachnoviaLlanrwst,BetwsyCoed",21/07/2017
W,LJCO,CWEO068D,68D,Llanrwst-Llanrwst,02/05/2017
W,LJCO,GYAX019,X19,BlaenauFfestinog-Llandudno,02/05/2017
W,LLCO,PWAO036,36,Machynlleth-DinasMawddwy,21/10/2014
W,LLCO,PWAYP04,YP4,Machynlleth-AberystwythSchools,21/01/2015
W,LLCO,PWAYP08,YP8,Borth-BowStreet,24/08/2013
W,MHCO,MHAO021,21,"ColwynBay-AbergeleviaBetwsynRhos,RhydYFoel",03/05/2016
W,MRRS,CMAC012,C12,Trevaughan-YsgolBroMyrddin,23/05/2016
W,MRRS,CMAO246,246,Carmarthen-QueenElizabethHighSchool,20/10/2015
W,MRRS,CMCO225,225,Tre-Carmarthen,04/09/2017
W,MRRS,MGAO226,226,Carmarthen-JohnstownCircularviaDaviesEstate,03/09/2015
W,MWLM,MGAO588,588,"Aberystwyth-BwlchllanviaLlanfarian,Penuwch,Tregaron",06/02/2017
W,NADT,NAAO815,815,Llanrhymney-YsgolBroEdern,01/09/2016
W,NADT,NAAO820,820,Llanederyn-LlanishenHighSchool,04/09/2017
W,NADT,NAAX005,X5,Ringland-Cardiff,04/09/2017
W,NADT,RCDO002,2,TyRhiw-TaffsWellPrimarySchool,12/09/2014
W,NADT,SMAO905,905,RhooseRailwayStation-CardiffInternationalAirport,07/08/2013
W,NADT,SWAO115,115,Llangennith-PortEynon,03/01/2017
W,NWPT,GWCC002,C2,Chepstow-ChepstowviaBulwark,29/03/2016
W,NWPT,MGZX074,X74,Newport-ChepstowviaCaldicot,05/03/2017
W,NWPT,NTAJF03,JF3,QueensHill-JohnFrostSchool,03/09/2017
W,NWPT,NTAO042,42,Newport-SpyttyParkviaMoorlandPark,27/12/2016
W,NWPT,NTAO073,73,Newport-ChepstowviaLangstone,05/03/2017
W,NWPT,NTASJ03,SJ3,VictoriaAvenue-StJosephHighSchool,03/09/2017
W,NWPT,NTASJ07,SJ7,WesternAvenue-StJosephHighSchool,03/09/2017
W,NWPT,NTASJ09,SJ9,MalpasRoad-StJosephHigh,03/09/2017
W,NWPT,NTASJ11,SJ11,Pillgwenlly-StJosephHighSchool,03/09/2017
W,NWPT,NTBO006,6,"Newport-RinglandviaAlway,Maindee",01/01/2017
W,NWPT,NTBO010C,10C,Newport-ChristchurchviaStJulians,15/11/2015
W,OWNC,MGAO088,88,Welshpool-WelshpoolviaBorfaGreen,05/12/2016
W,PAOL,FLAD002,D2,Connah'sQuay-DeesideIndustrialPark,28/09/2015
W,PATS,WRAPC01,PC1,Southsea-LlayIndustrialEstate,04/09/2015
W,PRTH,TRAO047,47,"TalbotGreen-TalbotGreenShoppingParkCircularviaFanheulog,CrossInn,ForestHillEstate",04/04/2017
W,RBRO,CGEO406,406,Cardigan-Cardigan,24/04/2017
W,RBRO,CMBO441,441,NewcastleEmlyn-Carmarthen,04/09/2015
W,RBRO,PBAO430,430,"Cardigan-NarberthviaCilgerran,Crymych",03/04/2017
W,RBRO,PBAO644,644,Rosebush-ClarbestonRd,20/02/2017
W,RBRO,PBAO645,645,Maenclochog-Letterston,20/02/2017
W,SSWL,CPAF000,F,Caerphilly-MorningtonMeadows,14/12/2015
W,SSWL,CPAO026,26,Cardiff-Blackwood,27/12/2016
W,SSWL,CPAO095C,95C,NewbridgeSchool-Llanhilleth,15/01/2017
W,SSWL,CPAO096,96,Tredegar-Crosskeys,03/09/2017
W,SSWL,CPAR002,R2,Pontymister-Rogerstone,20/08/2017
W,SSWL,GWAO047,47,Llanellen-UnderhillCrescentviaAbergavenny,14/09/2015
W,SSWL,GWAO066,66,Blaenavon-UskCollege,28/08/2016
W,SSWL,GWAX074,X74,Abergavenny-Crosskeys,02/08/2016
W,SSWL,GWBO006,6,Cwmbran-TyCanol,09/04/2017
W,SSWL,GWBO802,802,CwmbranEstates-YsgolGyfunGwynllyw,03/01/2017
W,SSWL,MGAC018,C18,Bargoed-BargoedviaGilfachEstate,31/07/2016
W,SSWL,MGAO009,9,Blackwood-Penllwyn,31/07/2016
W,SSWL,MGZO005A,5A,Cwmbran-Cwmbran,22/10/2017
W,SSWL,MGZO005C,5C,Cwmbran-Cwmbran,22/10/2017
W,SSWL,MGZO015,15,Trevethin-Newport,30/04/2017
W,SSWL,MTAO026,26,MerthyrTydfil-MerthyrTydfilviaTrefechan,14/12/2015
W,SSWL,RCAO138,138,Porth-PorthCircularviaTrehafod,04/12/2016
W,SSWL,RCAO170,170,Blaenllechau-ClydachVale,04/12/2016
W,SSWL,RCBO006,6,Aberdare-MerthyrTydfil,04/01/2016
W,SSWL,RCBO137,137,Porth-PorthCircularviaCoronationTerrace,04/12/2016
W,SSWL,RCBO172,172,Aberdare-Porthcawl,28/09/2017
W,SSWN,GWCO034,34,"Monmouth-RossonWyeviaWhitchurch,Goodrich",26/05/2015
W,STCR,FLAO016,16,Chester-Saltney,03/09/2017
W,STCR,FLASP01,SP1,EllesmerePort-Mold,19/09/2016
W,STCR,FLBO002,2,Mold-Ruthin,05/06/2017
W,SWTR,NPAO212,212,Ynysgorgan-CwmtaweSchool,02/01/2017
W,SWTR,NPBO150,150,Neath-LeirosPark,07/09/2015
W,SWTR,NPBO155,155,Neath-LlandarcyVillage,07/09/2015
W,TAFV,PBAO322,322,"Carmarthen-HaverfordwestviaStClears,Whitland,Narberth",01/04/2017
W,TAFV,PBAO352,352,Tenby-KilgettyviaSaundersfoot,04/09/2017
W,TANV,PWAO072,72,Llanfyllin-Oswestry,05/06/2017
W,TANV,PWBO088,88,Welshpool-Welshpool,07/09/2015
W,TFNL,BGBO152,152,Sarn-AberkenfigSchools,07/09/2015
W,TFNL,BGBO265,265,KenfigHill-PorthcawlComprehensiveSchool,07/09/2015
W,TNLX,FLAO006A,6A,Mold-Pantymwyn,29/02/2016
W,TNLX,FLAO028,28,Wrexham-FlintviaMold,04/09/2017
W,TNLX,FLAO028X,28X,Wrexham-FlintviaMold,04/09/2017
W,VRTR,CPCO901,901,Blackwood-YstradMynachStation,02/10/2017
W,VRTR,MTAS080,S80,Merthyr-Treharris,04/01/2016
W,WACO,SMAS040,S40,StAthan-LlantwitMajorComprehensiveSchool,08/09/2015
